"","id","status_group"
"55748",1176,"functional"
"55749",27811,"functional"
"55750",20543,"non functional"
"55751",42910,"non functional"
"55752",38246,"non functional"
"55753",62197,"functional"
"55754",38730,"functional"
"55755",21072,"non functional"
"55756",6184,"functional"
"55757",1080,"functional"
"55758",4864,"non functional"
"55759",12008,"functional"
"55760",30882,"functional"
"55761",21822,"non functional"
"55762",20510,"functional"
"55763",40496,"non functional"
"55764",32087,"functional"
"55765",55704,"functional"
"55766",55450,"functional"
"55767",4859,"non functional"
"55768",11071,"functional"
"55769",19851,"functional"
"55770",4934,"functional"
"55771",15610,"functional"
"55772",6631,"functional"
"55773",32174,"non functional"
"55774",70306,"functional needs repair"
"55775",63624,"non functional"
"55776",69263,"functional"
"55777",51484,"functional"
"55778",34238,"functional"
"55779",63546,"non functional"
"55780",16983,"non functional"
"55781",29256,"functional"
"55782",5490,"non functional"
"55783",6103,"non functional"
"55784",35062,"functional"
"55785",50839,"non functional"
"55786",54402,"non functional"
"55787",5815,"functional"
"55788",20790,"functional"
"55789",55099,"functional"
"55790",40443,"functional"
"55791",37103,"non functional"
"55792",6143,"functional"
"55793",17655,"functional needs repair"
"55794",38791,"non functional"
"55795",36773,"functional"
"55796",8838,"functional"
"55797",66021,"non functional"
"55798",6097,"functional needs repair"
"55799",12356,"functional"
"55800",30816,"functional"
"55801",60892,"functional"
"55802",29362,"non functional"
"55803",17804,"non functional"
"55804",66221,"non functional"
"55805",20894,"functional"
"55806",54940,"functional needs repair"
"55807",70849,"functional"
"55808",36764,"functional"
"55809",54987,"functional"
"55810",45452,"functional"
"55811",61203,"non functional"
"55812",48280,"functional needs repair"
"55813",54646,"functional"
"55814",38237,"functional"
"55815",64184,"non functional"
"55816",14875,"non functional"
"55817",32309,"functional"
"55818",10253,"functional"
"55819",45473,"functional"
"55820",51958,"functional"
"55821",292,"functional"
"55822",30569,"functional"
"55823",50197,"functional"
"55824",37913,"non functional"
"55825",57552,"functional"
"55826",32520,"non functional"
"55827",36044,"non functional"
"55828",74073,"functional"
"55829",40604,"functional"
"55830",17272,"non functional"
"55831",65344,"non functional"
"55832",34165,"functional needs repair"
"55833",33975,"functional"
"55834",1510,"functional"
"55835",74229,"functional"
"55836",39357,"functional"
"55837",27524,"non functional"
"55838",74139,"functional"
"55839",56007,"functional"
"55840",43404,"non functional"
"55841",8741,"functional"
"55842",69198,"functional"
"55843",55409,"functional"
"55844",24395,"non functional"
"55845",67419,"functional"
"55846",4865,"functional"
"55847",30123,"non functional"
"55848",7413,"non functional"
"55849",39960,"non functional"
"55850",71925,"functional"
"55851",56181,"non functional"
"55852",57810,"non functional"
"55853",57462,"functional needs repair"
"55854",69959,"non functional"
"55855",11713,"non functional"
"55856",29115,"non functional"
"55857",45640,"non functional"
"55858",56053,"functional needs repair"
"55859",33785,"functional"
"55860",56127,"non functional"
"55861",8933,"functional"
"55862",72836,"functional"
"55863",26478,"functional"
"55864",19794,"functional needs repair"
"55865",36318,"non functional"
"55866",67899,"non functional"
"55867",69332,"functional"
"55868",32650,"non functional"
"55869",12939,"non functional"
"55870",8525,"functional"
"55871",61633,"non functional"
"55872",54015,"functional"
"55873",31811,"functional"
"55874",9891,"functional"
"55875",31157,"functional"
"55876",6290,"functional"
"55877",20289,"functional"
"55878",1266,"non functional"
"55879",34052,"non functional"
"55880",43840,"functional"
"55881",14236,"functional"
"55882",42456,"non functional"
"55883",35191,"non functional"
"55884",28088,"functional"
"55885",7813,"non functional"
"55886",65300,"functional"
"55887",30411,"functional"
"55888",28750,"non functional"
"55889",20407,"functional"
"55890",64361,"non functional"
"55891",73815,"non functional"
"55892",39,"functional"
"55893",64770,"functional"
"55894",16796,"functional"
"55895",50847,"functional"
"55896",24869,"functional"
"55897",28310,"functional needs repair"
"55898",61960,"non functional"
"55899",18565,"non functional"
"55900",72626,"functional"
"55901",2663,"non functional"
"55902",70013,"functional"
"55903",1823,"functional"
"55904",58856,"functional"
"55905",62240,"non functional"
"55906",49891,"functional"
"55907",4446,"functional"
"55908",836,"functional"
"55909",632,"functional"
"55910",11595,"non functional"
"55911",2355,"functional"
"55912",12691,"functional"
"55913",49321,"non functional"
"55914",54172,"non functional"
"55915",34156,"functional"
"55916",42878,"functional"
"55917",28400,"functional"
"55918",38371,"functional"
"55919",68322,"non functional"
"55920",53246,"non functional"
"55921",48926,"functional"
"55922",59620,"functional"
"55923",72863,"functional"
"55924",58028,"functional"
"55925",57047,"functional"
"55926",59384,"functional"
"55927",71141,"functional"
"55928",10223,"functional"
"55929",39185,"functional"
"55930",1230,"non functional"
"55931",72402,"functional"
"55932",34464,"non functional"
"55933",11850,"functional"
"55934",14142,"functional"
"55935",38094,"non functional"
"55936",25451,"functional"
"55937",37630,"non functional"
"55938",12305,"non functional"
"55939",8088,"functional"
"55940",14070,"non functional"
"55941",29263,"non functional"
"55942",45713,"functional"
"55943",4010,"non functional"
"55944",21393,"non functional"
"55945",41623,"functional"
"55946",8368,"functional needs repair"
"55947",36363,"functional"
"55948",61303,"functional"
"55949",436,"functional needs repair"
"55950",14311,"functional needs repair"
"55951",56177,"functional"
"55952",1402,"functional"
"55953",24202,"functional"
"55954",50937,"functional"
"55955",67044,"functional"
"55956",67425,"functional"
"55957",22994,"non functional"
"55958",69758,"non functional"
"55959",42311,"functional needs repair"
"55960",71372,"functional"
"55961",6936,"functional"
"55962",34384,"functional"
"55963",48148,"non functional"
"55964",12817,"functional"
"55965",70534,"non functional"
"55966",33797,"non functional"
"55967",38151,"non functional"
"55968",27376,"functional"
"55969",45893,"non functional"
"55970",53632,"functional"
"55971",29493,"non functional"
"55972",60503,"non functional"
"55973",66740,"functional"
"55974",42460,"functional"
"55975",30760,"functional"
"55976",14603,"functional"
"55977",33631,"non functional"
"55978",3471,"functional"
"55979",40395,"functional"
"55980",20374,"non functional"
"55981",33189,"non functional"
"55982",43245,"functional"
"55983",57302,"functional"
"55984",27572,"functional"
"55985",63112,"functional"
"55986",37360,"non functional"
"55987",54440,"functional"
"55988",49112,"non functional"
"55989",23588,"functional"
"55990",71473,"functional"
"55991",7822,"non functional"
"55992",44969,"non functional"
"55993",59981,"functional"
"55994",60556,"functional"
"55995",30895,"functional"
"55996",45240,"non functional"
"55997",48034,"functional"
"55998",25050,"functional"
"55999",60008,"non functional"
"56000",66065,"non functional"
"56001",17832,"functional"
"56002",28168,"functional"
"56003",39314,"non functional"
"56004",5826,"non functional"
"56005",24089,"functional"
"56006",51262,"functional"
"56007",11958,"non functional"
"56008",38885,"functional"
"56009",60304,"functional"
"56010",31934,"functional"
"56011",45764,"non functional"
"56012",48801,"functional"
"56013",41240,"functional"
"56014",1736,"functional"
"56015",57065,"functional"
"56016",2161,"functional"
"56017",892,"functional"
"56018",58648,"non functional"
"56019",32629,"non functional"
"56020",24109,"non functional"
"56021",12836,"functional"
"56022",21005,"non functional"
"56023",70446,"functional"
"56024",28073,"functional"
"56025",66245,"functional"
"56026",63157,"functional"
"56027",28433,"functional needs repair"
"56028",12960,"non functional"
"56029",27543,"functional"
"56030",33271,"non functional"
"56031",48366,"non functional"
"56032",35114,"non functional"
"56033",21627,"functional"
"56034",61234,"functional"
"56035",34906,"non functional"
"56036",26835,"non functional"
"56037",24098,"functional"
"56038",10617,"non functional"
"56039",43703,"non functional"
"56040",39480,"non functional"
"56041",20455,"non functional"
"56042",46713,"functional"
"56043",41376,"functional"
"56044",54958,"functional"
"56045",58756,"non functional"
"56046",6547,"non functional"
"56047",54046,"functional"
"56048",68121,"functional"
"56049",34326,"functional"
"56050",6834,"functional"
"56051",69865,"non functional"
"56052",6795,"functional"
"56053",69467,"non functional"
"56054",69818,"non functional"
"56055",44749,"functional"
"56056",2853,"non functional"
"56057",61133,"non functional"
"56058",25061,"functional"
"56059",64434,"non functional"
"56060",42600,"functional"
"56061",70021,"functional"
"56062",7920,"functional"
"56063",20551,"functional"
"56064",57483,"non functional"
"56065",47032,"non functional"
"56066",59940,"functional"
"56067",11464,"functional"
"56068",58113,"functional"
"56069",59173,"non functional"
"56070",42155,"functional"
"56071",30162,"non functional"
"56072",9222,"functional"
"56073",42030,"non functional"
"56074",19119,"functional"
"56075",3768,"functional"
"56076",50632,"non functional"
"56077",2379,"functional"
"56078",39534,"non functional"
"56079",64915,"non functional"
"56080",23602,"non functional"
"56081",48059,"non functional"
"56082",32505,"non functional"
"56083",42447,"functional needs repair"
"56084",24227,"non functional"
"56085",61313,"non functional"
"56086",53231,"non functional"
"56087",19095,"functional"
"56088",25682,"non functional"
"56089",42394,"non functional"
"56090",46619,"functional"
"56091",71836,"functional"
"56092",23189,"functional"
"56093",46414,"non functional"
"56094",4257,"functional"
"56095",65162,"non functional"
"56096",34576,"functional"
"56097",61185,"functional"
"56098",7473,"functional"
"56099",49945,"non functional"
"56100",47120,"functional"
"56101",10786,"functional"
"56102",9438,"non functional"
"56103",68648,"functional"
"56104",33097,"functional"
"56105",71213,"non functional"
"56106",50704,"functional needs repair"
"56107",60054,"functional"
"56108",25871,"non functional"
"56109",64720,"non functional"
"56110",36941,"non functional"
"56111",39207,"functional"
"56112",32205,"functional"
"56113",2350,"functional"
"56114",33941,"functional"
"56115",34948,"non functional"
"56116",7369,"non functional"
"56117",58182,"functional"
"56118",59514,"functional"
"56119",40929,"functional"
"56120",62365,"non functional"
"56121",37131,"functional"
"56122",20087,"functional"
"56123",55036,"non functional"
"56124",27786,"functional"
"56125",59218,"functional"
"56126",55429,"functional"
"56127",67107,"non functional"
"56128",37016,"non functional"
"56129",20300,"non functional"
"56130",46226,"non functional"
"56131",21905,"non functional"
"56132",28267,"non functional"
"56133",40901,"non functional"
"56134",47899,"functional needs repair"
"56135",5991,"functional"
"56136",70668,"functional"
"56137",58571,"non functional"
"56138",32504,"non functional"
"56139",29149,"functional"
"56140",61296,"non functional"
"56141",36780,"non functional"
"56142",66441,"non functional"
"56143",29458,"non functional"
"56144",40041,"functional"
"56145",24599,"functional"
"56146",31480,"non functional"
"56147",24852,"non functional"
"56148",1421,"non functional"
"56149",44728,"functional"
"56150",7523,"functional needs repair"
"56151",14341,"non functional"
"56152",42160,"functional"
"56153",5964,"functional"
"56154",17748,"functional"
"56155",26407,"functional needs repair"
"56156",32758,"functional"
"56157",21115,"non functional"
"56158",25711,"functional"
"56159",46140,"functional"
"56160",70975,"functional"
"56161",52532,"functional"
"56162",28000,"functional"
"56163",37972,"functional"
"56164",6605,"non functional"
"56165",35689,"functional"
"56166",30224,"functional"
"56167",24767,"functional"
"56168",68735,"functional"
"56169",59277,"functional"
"56170",17065,"non functional"
"56171",41314,"functional"
"56172",8156,"non functional"
"56173",51334,"functional needs repair"
"56174",68005,"non functional"
"56175",29141,"non functional"
"56176",46015,"functional"
"56177",662,"functional"
"56178",66639,"non functional"
"56179",47372,"non functional"
"56180",35088,"functional"
"56181",41598,"non functional"
"56182",73787,"functional"
"56183",64494,"non functional"
"56184",42711,"functional needs repair"
"56185",18693,"non functional"
"56186",31563,"functional"
"56187",49005,"functional needs repair"
"56188",48939,"functional"
"56189",62907,"non functional"
"56190",34871,"functional"
"56191",20764,"non functional"
"56192",67137,"non functional"
"56193",71923,"functional"
"56194",34196,"functional"
"56195",13641,"functional"
"56196",52246,"functional needs repair"
"56197",40714,"non functional"
"56198",48544,"functional"
"56199",47675,"functional"
"56200",29142,"functional"
"56201",37878,"non functional"
"56202",14124,"non functional"
"56203",17304,"non functional"
"56204",14171,"functional"
"56205",42169,"non functional"
"56206",57192,"non functional"
"56207",54313,"non functional"
"56208",13213,"non functional"
"56209",72443,"non functional"
"56210",52443,"functional"
"56211",4054,"functional"
"56212",10912,"non functional"
"56213",48732,"non functional"
"56214",6640,"functional"
"56215",28192,"functional"
"56216",21175,"non functional"
"56217",50845,"non functional"
"56218",2315,"functional"
"56219",34374,"non functional"
"56220",65245,"non functional"
"56221",54074,"functional needs repair"
"56222",66216,"non functional"
"56223",28090,"functional"
"56224",52233,"functional"
"56225",33073,"functional"
"56226",14984,"functional"
"56227",50816,"functional"
"56228",31552,"functional"
"56229",67987,"functional"
"56230",72081,"non functional"
"56231",19059,"functional"
"56232",10588,"functional"
"56233",41847,"functional"
"56234",73739,"non functional"
"56235",40037,"functional"
"56236",27150,"non functional"
"56237",29169,"non functional"
"56238",8538,"functional"
"56239",248,"functional"
"56240",51419,"non functional"
"56241",50706,"functional"
"56242",515,"non functional"
"56243",45609,"functional"
"56244",51347,"non functional"
"56245",52966,"functional"
"56246",17633,"functional"
"56247",47821,"non functional"
"56248",15229,"non functional"
"56249",53610,"non functional"
"56250",44977,"functional"
"56251",6239,"functional"
"56252",31120,"non functional"
"56253",43440,"non functional"
"56254",29568,"non functional"
"56255",43491,"non functional"
"56256",8282,"non functional"
"56257",9152,"functional"
"56258",29779,"non functional"
"56259",11219,"functional"
"56260",73409,"non functional"
"56261",48039,"non functional"
"56262",12151,"non functional"
"56263",41619,"functional"
"56264",63784,"functional"
"56265",11966,"non functional"
"56266",57473,"non functional"
"56267",21721,"functional"
"56268",43720,"non functional"
"56269",70312,"functional"
"56270",57367,"functional"
"56271",62514,"functional"
"56272",64086,"non functional"
"56273",35054,"non functional"
"56274",4359,"functional needs repair"
"56275",52736,"functional needs repair"
"56276",12971,"functional needs repair"
"56277",43771,"non functional"
"56278",46092,"functional"
"56279",36568,"functional"
"56280",32060,"functional"
"56281",70171,"non functional"
"56282",540,"non functional"
"56283",13245,"non functional"
"56284",25168,"functional"
"56285",52497,"functional"
"56286",63816,"non functional"
"56287",24101,"non functional"
"56288",63128,"functional"
"56289",60003,"non functional"
"56290",53415,"functional needs repair"
"56291",63026,"functional"
"56292",74058,"functional needs repair"
"56293",47339,"functional"
"56294",71931,"functional"
"56295",6559,"functional"
"56296",35141,"functional"
"56297",38445,"non functional"
"56298",22944,"functional needs repair"
"56299",20352,"non functional"
"56300",31507,"functional"
"56301",33058,"functional"
"56302",34148,"functional"
"56303",49347,"functional"
"56304",28679,"non functional"
"56305",14279,"functional"
"56306",71775,"functional"
"56307",8644,"functional"
"56308",53087,"non functional"
"56309",67161,"non functional"
"56310",65408,"functional"
"56311",48739,"functional"
"56312",27995,"functional needs repair"
"56313",13102,"functional"
"56314",71597,"functional"
"56315",34592,"non functional"
"56316",15272,"functional"
"56317",984,"functional"
"56318",8820,"functional needs repair"
"56319",16395,"non functional"
"56320",15493,"functional"
"56321",23339,"functional"
"56322",72506,"functional"
"56323",58513,"functional"
"56324",70898,"non functional"
"56325",64400,"functional"
"56326",43741,"non functional"
"56327",3410,"functional"
"56328",57733,"functional"
"56329",41252,"non functional"
"56330",37514,"functional"
"56331",48030,"functional"
"56332",26563,"non functional"
"56333",15936,"functional"
"56334",30094,"functional"
"56335",37578,"non functional"
"56336",59640,"functional"
"56337",44076,"functional"
"56338",20591,"functional"
"56339",21163,"functional needs repair"
"56340",422,"functional"
"56341",68947,"non functional"
"56342",58358,"functional"
"56343",14040,"functional"
"56344",60207,"functional"
"56345",4031,"functional needs repair"
"56346",50763,"non functional"
"56347",44861,"functional"
"56348",3234,"functional"
"56349",63523,"non functional"
"56350",9544,"non functional"
"56351",7050,"non functional"
"56352",13090,"non functional"
"56353",24732,"non functional"
"56354",39026,"functional needs repair"
"56355",66062,"functional"
"56356",71619,"functional"
"56357",1161,"functional"
"56358",49199,"functional"
"56359",69713,"functional"
"56360",19868,"functional"
"56361",63153,"non functional"
"56362",32367,"non functional"
"56363",34977,"non functional"
"56364",24514,"functional"
"56365",72409,"functional"
"56366",71478,"non functional"
"56367",25612,"functional"
"56368",47397,"functional"
"56369",19832,"functional needs repair"
"56370",58189,"non functional"
"56371",68088,"non functional"
"56372",30160,"functional"
"56373",50065,"functional"
"56374",56963,"non functional"
"56375",27803,"non functional"
"56376",29539,"non functional"
"56377",47619,"functional"
"56378",73719,"functional"
"56379",68943,"functional"
"56380",39724,"non functional"
"56381",57965,"functional"
"56382",47093,"functional needs repair"
"56383",33230,"functional"
"56384",73537,"functional"
"56385",51312,"functional"
"56386",30814,"non functional"
"56387",7049,"non functional"
"56388",22792,"functional"
"56389",49833,"functional"
"56390",8658,"non functional"
"56391",27472,"functional"
"56392",10613,"non functional"
"56393",39988,"functional"
"56394",73822,"functional needs repair"
"56395",25276,"functional"
"56396",7881,"functional"
"56397",46689,"functional"
"56398",20574,"non functional"
"56399",22704,"functional"
"56400",57840,"functional"
"56401",27559,"functional"
"56402",5461,"non functional"
"56403",18268,"functional"
"56404",41012,"functional"
"56405",44744,"non functional"
"56406",73054,"functional needs repair"
"56407",7395,"functional"
"56408",44344,"non functional"
"56409",56046,"functional"
"56410",41172,"functional"
"56411",67983,"functional"
"56412",67372,"functional"
"56413",17984,"functional needs repair"
"56414",64994,"functional"
"56415",73278,"functional"
"56416",35855,"functional"
"56417",22043,"functional"
"56418",421,"functional"
"56419",65831,"functional"
"56420",72791,"non functional"
"56421",56282,"non functional"
"56422",22165,"functional"
"56423",23812,"non functional"
"56424",34678,"functional"
"56425",69458,"functional"
"56426",7218,"functional"
"56427",54039,"functional"
"56428",56807,"functional"
"56429",26365,"functional"
"56430",22024,"functional"
"56431",69771,"non functional"
"56432",22755,"functional"
"56433",37792,"non functional"
"56434",50337,"non functional"
"56435",48797,"functional"
"56436",34821,"non functional"
"56437",49554,"functional"
"56438",65559,"non functional"
"56439",6072,"functional"
"56440",44521,"functional needs repair"
"56441",68858,"functional"
"56442",60552,"functional"
"56443",10615,"non functional"
"56444",41030,"functional"
"56445",31492,"functional needs repair"
"56446",33836,"functional"
"56447",49403,"functional"
"56448",40370,"functional"
"56449",30003,"non functional"
"56450",19978,"functional"
"56451",48170,"functional"
"56452",29960,"functional"
"56453",28738,"non functional"
"56454",66145,"non functional"
"56455",43592,"functional"
"56456",58130,"non functional"
"56457",58296,"non functional"
"56458",47499,"functional"
"56459",65859,"non functional"
"56460",28044,"functional"
"56461",36251,"functional"
"56462",9237,"functional"
"56463",64971,"functional"
"56464",20723,"functional needs repair"
"56465",59529,"functional"
"56466",17122,"non functional"
"56467",57898,"non functional"
"56468",56849,"functional"
"56469",19403,"functional"
"56470",8194,"functional"
"56471",69174,"functional"
"56472",68071,"functional"
"56473",8487,"functional"
"56474",35271,"functional"
"56475",43474,"non functional"
"56476",62158,"functional"
"56477",33515,"non functional"
"56478",6884,"functional"
"56479",33641,"non functional"
"56480",24131,"functional"
"56481",39334,"non functional"
"56482",40784,"non functional"
"56483",35401,"functional"
"56484",67647,"functional"
"56485",16651,"functional"
"56486",27510,"functional"
"56487",40650,"functional needs repair"
"56488",25164,"functional"
"56489",21006,"functional"
"56490",72899,"functional"
"56491",17560,"non functional"
"56492",45168,"non functional"
"56493",60982,"non functional"
"56494",64480,"functional"
"56495",67031,"functional"
"56496",3884,"functional"
"56497",65353,"non functional"
"56498",35109,"functional"
"56499",34074,"non functional"
"56500",813,"functional"
"56501",29038,"functional"
"56502",51169,"non functional"
"56503",42449,"non functional"
"56504",69903,"functional"
"56505",49946,"non functional"
"56506",53834,"functional"
"56507",30062,"functional"
"56508",38721,"functional"
"56509",12263,"functional"
"56510",35499,"functional needs repair"
"56511",57730,"non functional"
"56512",31591,"functional"
"56513",784,"functional"
"56514",55711,"functional"
"56515",5335,"functional"
"56516",39412,"functional"
"56517",69988,"functional needs repair"
"56518",44080,"non functional"
"56519",23892,"non functional"
"56520",11812,"non functional"
"56521",64597,"non functional"
"56522",35102,"non functional"
"56523",33308,"non functional"
"56524",5284,"functional"
"56525",60427,"functional"
"56526",44722,"functional"
"56527",490,"functional"
"56528",27581,"non functional"
"56529",51761,"functional"
"56530",61454,"functional"
"56531",50202,"functional"
"56532",38115,"non functional"
"56533",58430,"non functional"
"56534",7679,"functional"
"56535",65095,"non functional"
"56536",62449,"functional"
"56537",52796,"non functional"
"56538",66924,"functional"
"56539",34992,"functional"
"56540",57577,"functional"
"56541",59338,"functional"
"56542",64941,"non functional"
"56543",1307,"non functional"
"56544",43609,"functional"
"56545",7662,"non functional"
"56546",39089,"functional"
"56547",62983,"non functional"
"56548",59823,"functional"
"56549",36925,"functional"
"56550",61354,"functional"
"56551",38983,"functional needs repair"
"56552",7121,"non functional"
"56553",73931,"functional"
"56554",57582,"functional"
"56555",53023,"functional"
"56556",42653,"non functional"
"56557",62515,"functional"
"56558",20819,"functional"
"56559",1304,"functional"
"56560",15792,"functional"
"56561",58199,"functional"
"56562",53127,"functional"
"56563",72008,"functional"
"56564",24167,"functional"
"56565",54503,"functional"
"56566",49131,"functional"
"56567",68139,"non functional"
"56568",50183,"functional"
"56569",31203,"functional needs repair"
"56570",11545,"non functional"
"56571",6732,"non functional"
"56572",30687,"non functional"
"56573",8077,"functional"
"56574",50280,"non functional"
"56575",63987,"non functional"
"56576",51682,"non functional"
"56577",9201,"functional"
"56578",14887,"functional"
"56579",21286,"functional"
"56580",59525,"functional"
"56581",48491,"functional"
"56582",42205,"functional"
"56583",54630,"functional"
"56584",33538,"functional"
"56585",50040,"functional"
"56586",14145,"functional"
"56587",20927,"functional"
"56588",72188,"functional"
"56589",71853,"non functional"
"56590",19072,"non functional"
"56591",15555,"non functional"
"56592",73318,"functional"
"56593",63387,"functional"
"56594",39023,"non functional"
"56595",57906,"non functional"
"56596",1920,"non functional"
"56597",5322,"non functional"
"56598",43371,"non functional"
"56599",17813,"functional"
"56600",498,"functional"
"56601",7790,"functional"
"56602",28461,"non functional"
"56603",18065,"non functional"
"56604",8049,"functional needs repair"
"56605",62269,"functional"
"56606",30708,"non functional"
"56607",39531,"functional"
"56608",60010,"functional"
"56609",40070,"functional"
"56610",21796,"non functional"
"56611",37777,"functional"
"56612",30406,"non functional"
"56613",47274,"functional"
"56614",25840,"non functional"
"56615",26112,"functional"
"56616",23111,"functional"
"56617",40655,"functional"
"56618",64001,"non functional"
"56619",59801,"functional"
"56620",60790,"functional"
"56621",56382,"functional"
"56622",66459,"non functional"
"56623",40204,"non functional"
"56624",31064,"non functional"
"56625",268,"functional needs repair"
"56626",53547,"non functional"
"56627",61838,"functional"
"56628",50474,"functional"
"56629",5208,"non functional"
"56630",53564,"functional"
"56631",47731,"functional needs repair"
"56632",36245,"non functional"
"56633",39107,"functional"
"56634",42116,"non functional"
"56635",57532,"functional"
"56636",30888,"non functional"
"56637",25377,"non functional"
"56638",74186,"non functional"
"56639",6541,"non functional"
"56640",59700,"functional"
"56641",23264,"functional"
"56642",61381,"functional needs repair"
"56643",28393,"functional"
"56644",73656,"non functional"
"56645",52129,"functional"
"56646",55136,"functional"
"56647",55332,"non functional"
"56648",40488,"functional"
"56649",8870,"non functional"
"56650",11824,"functional"
"56651",45962,"functional"
"56652",67770,"non functional"
"56653",35432,"non functional"
"56654",66469,"non functional"
"56655",65627,"non functional"
"56656",65818,"functional"
"56657",48049,"functional"
"56658",19770,"functional needs repair"
"56659",52220,"functional"
"56660",24487,"functional"
"56661",65581,"non functional"
"56662",42845,"non functional"
"56663",2785,"functional"
"56664",23851,"functional"
"56665",5361,"functional"
"56666",15944,"functional"
"56667",42136,"non functional"
"56668",29749,"non functional"
"56669",61005,"functional"
"56670",66830,"functional"
"56671",4112,"functional"
"56672",10559,"functional"
"56673",4209,"non functional"
"56674",34435,"non functional"
"56675",62104,"functional"
"56676",41040,"non functional"
"56677",3776,"functional"
"56678",36860,"functional"
"56679",67169,"functional needs repair"
"56680",6917,"functional"
"56681",15161,"functional"
"56682",63503,"functional"
"56683",13093,"non functional"
"56684",16906,"functional"
"56685",18647,"functional"
"56686",17279,"functional"
"56687",66684,"functional"
"56688",65068,"functional"
"56689",61823,"functional"
"56690",31401,"non functional"
"56691",61222,"functional"
"56692",58961,"functional"
"56693",6729,"functional"
"56694",53794,"functional"
"56695",67973,"functional"
"56696",14824,"non functional"
"56697",37250,"functional"
"56698",42328,"functional needs repair"
"56699",34392,"non functional"
"56700",60274,"non functional"
"56701",6265,"functional needs repair"
"56702",11504,"non functional"
"56703",47739,"non functional"
"56704",29732,"functional"
"56705",49921,"functional"
"56706",73604,"non functional"
"56707",22368,"non functional"
"56708",46463,"non functional"
"56709",38946,"non functional"
"56710",23070,"functional needs repair"
"56711",73695,"functional"
"56712",35174,"functional"
"56713",2497,"functional"
"56714",10765,"non functional"
"56715",45294,"functional"
"56716",23436,"functional"
"56717",5678,"non functional"
"56718",22602,"non functional"
"56719",74029,"functional needs repair"
"56720",48848,"non functional"
"56721",19218,"functional needs repair"
"56722",861,"functional"
"56723",971,"functional"
"56724",71344,"functional"
"56725",72587,"functional"
"56726",22390,"functional"
"56727",40869,"functional"
"56728",688,"functional needs repair"
"56729",4240,"functional"
"56730",20935,"non functional"
"56731",2457,"non functional"
"56732",16445,"functional"
"56733",44376,"non functional"
"56734",33034,"functional"
"56735",65491,"functional"
"56736",51685,"non functional"
"56737",12639,"functional"
"56738",3414,"non functional"
"56739",3832,"non functional"
"56740",17924,"functional"
"56741",14401,"functional"
"56742",38252,"non functional"
"56743",21166,"functional"
"56744",58555,"functional"
"56745",48393,"functional"
"56746",50617,"non functional"
"56747",24353,"functional"
"56748",47550,"non functional"
"56749",11136,"functional"
"56750",50203,"functional"
"56751",69751,"functional"
"56752",32548,"functional"
"56753",15074,"non functional"
"56754",62359,"functional"
"56755",18167,"non functional"
"56756",67892,"functional"
"56757",19464,"non functional"
"56758",9638,"non functional"
"56759",51332,"non functional"
"56760",35375,"functional needs repair"
"56761",33801,"non functional"
"56762",35948,"functional"
"56763",28859,"functional"
"56764",44098,"non functional"
"56765",27272,"functional"
"56766",4120,"non functional"
"56767",13081,"functional"
"56768",4127,"non functional"
"56769",48504,"non functional"
"56770",48214,"functional"
"56771",66484,"non functional"
"56772",73381,"functional"
"56773",30318,"non functional"
"56774",67646,"non functional"
"56775",14950,"non functional"
"56776",9570,"non functional"
"56777",57628,"non functional"
"56778",62272,"functional"
"56779",29665,"non functional"
"56780",65270,"functional"
"56781",11858,"functional"
"56782",53463,"functional needs repair"
"56783",70994,"functional needs repair"
"56784",67497,"non functional"
"56785",53892,"non functional"
"56786",24272,"functional"
"56787",66032,"functional"
"56788",54337,"functional"
"56789",50467,"functional"
"56790",16836,"functional"
"56791",37624,"functional needs repair"
"56792",35421,"functional"
"56793",51341,"non functional"
"56794",23598,"functional"
"56795",62497,"non functional"
"56796",33507,"functional"
"56797",47455,"functional"
"56798",5992,"functional"
"56799",48304,"functional"
"56800",40669,"functional"
"56801",71412,"non functional"
"56802",63442,"functional needs repair"
"56803",6931,"non functional"
"56804",65201,"non functional"
"56805",66462,"non functional"
"56806",11511,"functional"
"56807",37461,"non functional"
"56808",2107,"functional needs repair"
"56809",6702,"non functional"
"56810",63898,"functional"
"56811",5227,"functional"
"56812",67910,"non functional"
"56813",39296,"functional needs repair"
"56814",31841,"functional"
"56815",50478,"functional"
"56816",63354,"functional"
"56817",55715,"functional"
"56818",52517,"functional needs repair"
"56819",14278,"functional"
"56820",2632,"functional"
"56821",35804,"functional needs repair"
"56822",25962,"functional"
"56823",58220,"functional"
"56824",56805,"non functional"
"56825",2051,"functional"
"56826",4704,"functional"
"56827",34550,"non functional"
"56828",1170,"non functional"
"56829",20732,"functional needs repair"
"56830",15730,"functional"
"56831",63229,"functional"
"56832",62654,"non functional"
"56833",41490,"non functional"
"56834",39799,"functional"
"56835",56323,"non functional"
"56836",36468,"functional"
"56837",35324,"functional"
"56838",28814,"functional"
"56839",140,"functional"
"56840",64642,"non functional"
"56841",6598,"functional"
"56842",11612,"functional"
"56843",35734,"non functional"
"56844",47563,"functional"
"56845",53815,"functional"
"56846",26035,"functional"
"56847",43959,"non functional"
"56848",19562,"functional"
"56849",2620,"non functional"
"56850",36633,"functional"
"56851",49320,"functional"
"56852",48353,"functional"
"56853",20357,"functional"
"56854",43686,"non functional"
"56855",33683,"functional"
"56856",25100,"non functional"
